route_id,stop_id,hour_of_day,day_of_week,is_weekend,stop_sequence,actual_delay_seconds,late_5min
Blue,STOP_A,20,5,0,9,240.4153661471541,0
Blue,STOP_A,8,5,0,17,294.280110764033,0
Blue,STOP_B,20,3,1,16,74.21286525378153,0
101,STOP_D,10,3,0,10,169.28286036173282,0
Red,STOP_A,11,0,1,8,228.8276750826503,0
101,STOP_B,18,4,0,4,7.245473129241162,0
Blue,STOP_B,15,4,1,15,-109.95990062047852,0
101,STOP_C,11,2,0,5,212.31188119380715,0
Blue,STOP_A,20,0,0,14,539.2874479555019,1
Blue,STOP_B,15,0,0,1,147.73594087953393,0
Red,STOP_A,18,0,0,18,931.5828474274198,1
101,STOP_C,19,1,1,18,-424.18662600668085,0
Green,STOP_D,19,4,0,3,-217.3495756872219,0
101,STOP_A,8,5,0,11,621.5022617421705,1
Red,STOP_A,8,4,0,5,261.726009421572,0
Red,STOP_B,8,3,0,7,7.442742402337558,0
Blue,STOP_C,14,4,0,2,-345.58861257467447,0
Red,STOP_A,10,2,0,7,1.7927972887894867,0
Red,STOP_C,6,2,0,18,190.17340620076743,0
101,STOP_B,13,3,0,5,342.16655604357857,1
101,STOP_B,16,5,0,14,144.39173895099364,0
Blue,STOP_B,20,4,0,19,542.026664956778,1
Green,STOP_A,17,5,0,12,-234.07424027541347,0
Blue,STOP_D,8,4,0,7,570.3983351565118,1
101,STOP_C,13,4,0,4,142.00873958352418,0
Red,STOP_C,17,2,0,15,226.25344236811827,0
Red,STOP_A,16,0,0,12,218.58112196389825,0
Green,STOP_B,7,1,0,11,313.3251156709109,1
Green,STOP_A,17,1,0,13,519.2123303252155,1
Red,STOP_A,18,5,0,6,-79.41440395548491,0
Green,STOP_B,10,2,0,6,479.43426494663885,1
Green,STOP_B,16,4,1,18,280.59442694372115,0
Red,STOP_C,9,5,0,9,652.1701427846535,1
Green,STOP_D,19,2,0,16,38.97895217342767,0
Red,STOP_B,21,0,0,5,-74.47543723377248,0
Red,STOP_A,14,4,1,18,-60.49028598825646,0
Blue,STOP_B,7,4,0,10,220.75727544521965,0
101,STOP_C,20,1,0,14,172.61533827759058,0
Blue,STOP_A,10,1,0,11,731.1191431114211,1
101,STOP_A,21,0,0,18,18.49726853255224,0
Green,STOP_A,18,1,0,9,-410.3231938358082,0
Red,STOP_A,13,5,1,1,583.3726960796421,1
Green,STOP_A,7,5,1,13,685.3527066206769,1
Red,STOP_A,8,0,1,11,-256.71534074330816,0
Red,STOP_B,21,1,0,7,-280.40616182567845,0
Green,STOP_D,18,1,0,5,85.54042694125471,0
101,STOP_A,20,3,0,7,146.47489854962598,0
Red,STOP_B,6,2,0,4,144.00660603347316,0
Blue,STOP_B,18,1,0,18,-320.8057049659149,0
101,STOP_B,16,4,0,13,-154.83525232496618,0
Red,STOP_A,6,3,0,13,24.7036644926948,0
Green,STOP_A,9,5,0,8,401.1995685965818,1
Blue,STOP_A,21,5,0,3,79.1525345960458,0
Blue,STOP_A,12,0,0,7,327.52197552496034,1
Green,STOP_A,8,0,0,13,337.9792748729949,1
Blue,STOP_D,20,2,0,19,115.73268491774795,0
Red,STOP_A,9,4,1,18,34.44889342400853,0
101,STOP_B,13,3,0,4,-120.36739966681023,0
101,STOP_D,14,3,0,3,-187.6640810927383,0
Red,STOP_C,17,4,0,13,535.0923909332994,1
Red,STOP_C,13,3,0,2,418.3708993570128,1
Blue,STOP_C,9,3,0,16,-78.35158012874018,0
Green,STOP_B,8,4,0,13,-182.4937809745123,0
Green,STOP_A,18,0,1,1,-101.34222386984518,0
Blue,STOP_A,13,1,0,10,448.5889705385965,1
Blue,STOP_C,7,5,0,17,671.813493582229,1
101,STOP_C,18,5,0,15,356.8133428221322,1
Red,STOP_D,20,5,0,7,141.05388507791608,0
101,STOP_A,11,5,0,8,-207.30656622172506,0
Green,STOP_D,15,5,0,10,-125.84320234743089,0
Green,STOP_C,6,0,1,14,348.43874497238744,1
Blue,STOP_C,12,0,1,4,447.48661141860777,1
Blue,STOP_A,21,1,0,12,491.3813445776071,1
Green,STOP_A,10,1,0,19,67.37342084502201,0
Red,STOP_B,11,4,0,9,68.06316469161719,0
Red,STOP_B,19,5,0,6,164.18423972155733,0
Green,STOP_B,10,3,1,14,454.5742181249128,1
Red,STOP_C,20,3,0,10,248.70571283497367,0
Green,STOP_D,7,2,0,15,516.4026814858282,1
Green,STOP_C,15,5,0,18,-93.25476949794103,0
Red,STOP_B,8,5,0,4,525.9827813912657,1
Blue,STOP_A,6,1,0,1,134.27231353935954,0
101,STOP_C,17,3,1,6,570.6676730992754,1
Red,STOP_B,17,2,0,8,242.49646553496743,0
Green,STOP_D,10,4,0,12,-503.27954327016516,0
101,STOP_C,19,5,0,14,-197.8465839759279,0
Blue,STOP_B,19,2,1,4,147.89130699013097,0
Red,STOP_D,13,2,1,18,342.38138996552334,1
101,STOP_C,18,3,1,3,508.1852554224545,1
Blue,STOP_A,14,1,0,19,446.07280727019497,1
Red,STOP_B,18,5,1,1,248.6250109649914,0
Red,STOP_A,14,4,1,12,-340.99056067610815,0
Blue,STOP_A,13,3,0,10,364.2781261027947,1
Red,STOP_D,15,5,1,15,-86.102805248659,0
Blue,STOP_C,20,1,0,11,223.70845199084442,0
Blue,STOP_D,16,5,0,13,62.48843531208776,0
Green,STOP_D,19,2,0,3,724.9842153794212,1
Green,STOP_A,8,0,1,1,171.21756363645008,0
Red,STOP_A,15,4,0,10,162.66830948302845,0
101,STOP_D,21,3,1,3,419.8836501218536,1
Green,STOP_C,6,0,1,12,-88.07708650767199,0
Blue,STOP_D,16,5,1,8,472.80320319655493,1
101,STOP_C,17,5,0,3,83.57261238800889,0
101,STOP_B,16,4,0,18,412.04451391113565,1
Green,STOP_B,16,1,1,1,279.89485890733465,0
Green,STOP_D,17,2,0,17,-108.82962843618401,0
Green,STOP_D,17,2,0,8,371.80894220751026,1
Blue,STOP_B,13,3,1,18,110.49986494558924,0
Blue,STOP_D,21,3,0,10,-84.65430511373987,0
Green,STOP_D,14,0,0,8,413.6407112393543,1
101,STOP_D,21,1,0,7,482.84399286833167,1
Blue,STOP_D,11,5,0,16,133.55970409197246,0
Blue,STOP_B,7,3,0,2,498.72685478343465,1
Red,STOP_C,15,1,1,12,131.4057209061802,0
101,STOP_D,20,1,0,4,322.1860235275534,1
Blue,STOP_A,16,1,1,2,-7.184002629725214,0
Green,STOP_D,9,2,0,6,673.7159465422974,1
101,STOP_B,6,3,1,14,-316.2793535556974,0
Blue,STOP_C,16,2,0,3,654.322320369673,1
Green,STOP_A,9,2,0,16,283.90293771457914,0
Red,STOP_C,21,3,0,7,39.87293815846593,0
Blue,STOP_D,9,1,0,5,526.5704514229573,1
101,STOP_A,11,3,0,1,-10.745444104268955,0
Green,STOP_C,16,0,0,6,422.2179134607428,1
101,STOP_C,7,5,0,19,487.99696371008986,1
Red,STOP_B,20,2,0,4,482.6728759343059,1
Red,STOP_B,10,3,0,18,296.5051379406058,0
Red,STOP_A,19,3,0,17,211.78027911132176,0
Green,STOP_A,18,0,0,16,295.3597687089488,0
Green,STOP_C,12,3,0,8,-184.95540207418918,0
Red,STOP_A,18,5,1,8,364.35014447295333,1
Red,STOP_A,19,2,1,6,107.24146058321723,0
Green,STOP_A,15,5,0,2,87.14497758852777,0
Blue,STOP_D,15,2,0,11,-428.6004967552327,0
Red,STOP_D,9,5,1,17,254.78171153936012,0
Green,STOP_D,18,2,0,9,389.873951891894,1
Blue,STOP_C,18,3,1,15,549.3126442686396,1
101,STOP_B,9,5,0,5,651.2973096818721,1
Blue,STOP_C,13,0,0,15,292.31053727522067,0
101,STOP_B,7,0,0,4,33.2653328398641,0
Green,STOP_B,21,5,0,2,191.41319800597537,0
Green,STOP_C,7,5,0,5,492.70857674805654,1
Green,STOP_C,17,5,0,9,-21.221354640215026,0
Blue,STOP_D,11,5,0,14,334.4444333684315,1
Blue,STOP_C,21,0,0,9,-38.639382533587536,0
Red,STOP_D,12,4,0,8,718.0609310114444,1
Red,STOP_D,19,3,0,8,261.5987293185576,0
Red,STOP_C,6,1,1,5,321.3697307161925,1
Blue,STOP_B,16,2,0,16,342.08599518759627,1
101,STOP_B,13,5,0,4,382.3438806557279,1
Green,STOP_C,19,1,0,7,215.00596799422055,0
Blue,STOP_A,20,4,0,7,-4.195396983734128,0
Red,STOP_B,14,5,0,2,532.6537409161397,1
Red,STOP_D,9,0,0,12,765.7413352876144,1
101,STOP_C,18,4,1,7,639.4604030207015,1
Red,STOP_C,9,5,0,14,338.40342552493155,1
Red,STOP_D,17,0,0,15,516.1035725568934,1
Blue,STOP_A,20,3,0,4,-3.1840789481972394,0
Red,STOP_D,17,1,0,16,494.45799781621173,1
Green,STOP_A,6,3,1,19,127.53094083288337,0
Green,STOP_C,7,4,0,15,474.97159325773544,1
Blue,STOP_C,10,4,0,1,497.1850868318098,1
Red,STOP_A,7,1,1,19,964.0924547664824,1
Blue,STOP_B,19,0,0,16,-582.8436857163293,0
101,STOP_D,18,0,0,16,6.382509758995127,0
Blue,STOP_D,9,2,1,3,119.16628675167607,0
101,STOP_D,9,0,1,6,272.9716295070047,0
Red,STOP_D,13,3,1,17,47.73004369664281,0
101,STOP_B,9,5,0,7,-212.95591530453547,0
101,STOP_A,13,1,0,12,-46.35504848943111,0
Blue,STOP_B,16,4,0,8,946.8644001739765,1
Red,STOP_A,21,1,0,9,104.18196364768669,0
Green,STOP_D,21,4,1,11,34.24194497369152,0
Green,STOP_C,8,2,1,4,402.53816049054126,1
Red,STOP_A,14,1,0,12,126.01242965219117,0
Red,STOP_C,13,1,0,9,58.391239810493445,0
Red,STOP_A,19,1,1,16,222.75530792137778,0
101,STOP_D,15,1,0,19,237.20129887879432,0
Blue,STOP_B,19,1,0,10,89.42719327280052,0
Red,STOP_A,8,2,1,10,-507.97728742518325,0
Red,STOP_B,19,1,0,17,-333.78552582805634,0
Red,STOP_C,21,2,1,5,271.27232564664996,0
101,STOP_A,21,2,0,5,477.25480698327846,1
Blue,STOP_B,9,5,0,17,106.34022603558049,0
Green,STOP_D,13,5,0,11,321.6393338578109,1
Blue,STOP_B,10,1,0,4,242.25597463438845,0
Red,STOP_A,21,1,0,12,42.06246539680933,0
Blue,STOP_C,21,4,0,12,-1039.8340258949984,0
Red,STOP_B,11,3,0,17,61.68119659080809,0
Green,STOP_D,10,2,0,15,-111.45790784081615,0
101,STOP_C,21,5,0,8,273.5190861198498,0
101,STOP_A,19,5,0,2,-106.2494767838937,0
Blue,STOP_A,16,2,0,7,228.63069585788654,0
Green,STOP_C,11,4,1,9,46.015621426079846,0
Green,STOP_B,16,3,0,6,-243.28550537738005,0
Green,STOP_C,19,0,1,17,360.2975215305554,1
Red,STOP_D,13,4,0,11,89.75013561628494,0
Blue,STOP_C,7,2,0,3,385.2791045148591,1
Green,STOP_D,12,2,1,11,618.6034631925329,1
101,STOP_C,13,1,1,7,301.6213213770632,1
Red,STOP_C,17,0,1,6,160.5154286990521,0
Green,STOP_D,11,4,0,11,223.6558538681275,0
Red,STOP_C,13,0,1,8,85.28247966017908,0
Green,STOP_B,17,4,1,4,81.70476983337144,0
Blue,STOP_D,8,2,0,15,594.5620733531845,1
101,STOP_B,12,4,0,7,-30.22067212218289,0
101,STOP_A,9,4,0,5,34.77911877262689,0
Red,STOP_B,13,3,0,5,-53.359663737195035,0
101,STOP_C,14,5,1,17,95.91362641313935,0
Red,STOP_A,16,4,0,6,467.87904101285545,1
Red,STOP_B,6,3,0,17,-244.0773882143303,0
101,STOP_A,12,2,0,8,84.37243121048468,0
Blue,STOP_A,16,2,0,11,96.30391804959385,0
Green,STOP_B,9,5,1,9,117.61749970781509,0
101,STOP_B,16,1,0,15,406.1306641477821,1
Blue,STOP_C,16,0,0,18,269.5609323207307,0
Blue,STOP_B,7,4,0,10,-102.41235711536952,0
Blue,STOP_A,9,1,0,15,-468.57396050798843,0
Red,STOP_A,9,5,1,19,416.06600747574055,1
Red,STOP_C,8,0,0,3,723.9245970505624,1
Blue,STOP_C,11,3,0,8,421.43388515401404,1
Green,STOP_C,16,0,0,6,114.09885062398376,0
Red,STOP_A,10,5,1,7,-63.44411309637266,0
Blue,STOP_D,8,1,1,8,397.8593285699127,1
Red,STOP_D,9,5,0,8,394.6603725693032,1
101,STOP_C,10,5,0,6,-353.3858246319575,0
Blue,STOP_D,10,1,0,11,95.67667745336,0
101,STOP_D,11,2,0,5,90.87598957541235,0
101,STOP_D,7,5,1,14,214.59232254681703,0
Red,STOP_D,17,5,0,18,-4.9759839404459285,0
Red,STOP_D,19,0,1,8,124.95686802661777,0
Blue,STOP_D,8,1,1,1,15.157756215512961,0
101,STOP_D,9,5,1,14,296.55411282573243,0
Red,STOP_D,17,0,0,19,598.9946606105397,1
Blue,STOP_C,13,5,0,16,230.21266185990646,0
Green,STOP_A,19,2,0,6,4.654286201376038,0
101,STOP_C,11,0,0,9,44.80895799318927,0
Red,STOP_A,14,2,0,2,313.4786498465828,1
Green,STOP_D,9,0,0,9,76.57393075634693,0
Green,STOP_D,11,0,0,12,200.87064520961223,0
Red,STOP_C,14,0,0,18,401.5967809413671,1
Green,STOP_B,10,5,1,3,240.7877665533568,0
Blue,STOP_B,10,5,1,13,489.21478115530795,1
Blue,STOP_B,13,0,0,4,202.05093872816036,0
Blue,STOP_A,15,2,0,8,-234.83509788919775,0
Red,STOP_A,11,0,1,10,81.79204949005594,0
Green,STOP_C,19,1,1,17,56.001843659092174,0
101,STOP_A,18,5,1,2,683.2684161968107,1
101,STOP_B,20,4,1,6,186.56635585634626,0
101,STOP_A,10,5,0,13,-333.561787083183,0
Green,STOP_D,13,1,0,10,271.16286112531407,0
Green,STOP_C,14,4,0,13,-416.22404454418756,0
101,STOP_A,17,3,1,13,331.74657217115623,1
101,STOP_A,18,4,0,5,649.847664149769,1
Red,STOP_B,18,0,0,9,273.6607438729174,0
Green,STOP_B,11,0,0,13,185.44661059435734,0
Red,STOP_C,9,0,0,14,-62.44047917549551,0
101,STOP_A,16,1,0,13,108.36527341843097,0
Red,STOP_D,16,4,1,2,415.8686296978086,1
Green,STOP_B,6,1,0,8,140.28745093228923,0
101,STOP_D,9,3,0,11,179.89772929533035,0
Blue,STOP_B,6,2,0,13,492.59162961643034,1
Red,STOP_A,13,5,1,8,-446.3779843309235,0
Red,STOP_D,13,4,1,7,562.067068841945,1
Green,STOP_A,19,2,0,18,304.2629708437407,1
Blue,STOP_C,17,2,0,1,157.2204906520078,0
Green,STOP_A,10,3,1,1,62.15286611712258,0
Red,STOP_A,16,5,1,4,-2.808820762282892,0
Green,STOP_B,20,5,0,13,-17.497292610541763,0
Red,STOP_B,17,1,0,13,582.8772088874368,1
Blue,STOP_A,11,3,1,16,124.24738116333943,0
Red,STOP_B,7,2,0,9,174.71956208611834,0
Green,STOP_B,16,5,0,13,702.1500013774555,1
Green,STOP_D,7,0,0,15,790.7823952531894,1
Red,STOP_B,7,1,0,16,214.96070534457405,0
Green,STOP_A,20,1,1,7,264.2257073013369,0
Green,STOP_A,13,5,0,13,104.58340022319446,0
101,STOP_D,17,1,1,19,-19.60823430446584,0
101,STOP_A,17,4,1,16,-34.209642752606754,0
101,STOP_B,10,0,0,11,-117.86281983735026,0
Red,STOP_D,18,3,0,16,-211.28656433075116,0
Blue,STOP_A,11,0,0,15,673.3112442589257,1
Blue,STOP_A,13,0,0,12,-165.87565084869465,0
Red,STOP_C,8,2,0,6,316.7501423465891,1
Blue,STOP_C,7,0,0,14,91.73121422056897,0
Red,STOP_B,15,0,1,12,-186.1371340151262,0
Red,STOP_B,14,2,0,9,-256.2102647089787,0
Blue,STOP_A,15,0,1,13,291.1841568421112,0
Green,STOP_A,11,2,0,11,195.65786711983037,0
Green,STOP_A,15,2,0,9,-112.63431221491214,0
Blue,STOP_A,21,0,0,14,-4.01509554388015,0
101,STOP_C,10,3,0,6,313.34852397743833,1
Blue,STOP_B,12,3,0,8,197.98975543444172,0
Red,STOP_C,21,1,0,16,-129.18991277300447,0
Red,STOP_B,21,0,0,9,-3.958589585447669,0
Red,STOP_D,13,0,0,6,548.7723055292824,1
101,STOP_A,21,4,0,19,376.20572810088356,1
Red,STOP_C,19,4,0,12,-273.2916887835417,0
Red,STOP_D,15,0,1,1,70.21054964245118,0
101,STOP_B,17,0,1,5,536.3767739259363,1
Green,STOP_D,20,0,1,10,217.11054199799526,0
101,STOP_A,16,4,0,10,638.6766608374127,1
Blue,STOP_C,20,4,0,5,207.68708190544447,0
Blue,STOP_B,12,5,0,8,780.4685368544358,1
Green,STOP_D,15,2,0,5,-88.60582258269127,0
Blue,STOP_A,8,1,0,13,54.120869133873185,0
101,STOP_A,11,4,1,16,128.97079642112823,0
Blue,STOP_C,16,3,0,14,703.5803252753881,1
Red,STOP_B,14,2,0,6,-77.03806565729462,0
Red,STOP_A,9,1,0,10,297.7298366368563,0
Red,STOP_C,21,3,0,10,-276.5503658583185,0
Blue,STOP_B,16,5,0,6,-19.039538665741702,0
Red,STOP_C,15,0,1,9,211.2544172221883,0
Red,STOP_A,12,2,0,5,325.3069878172448,1
Blue,STOP_B,21,3,1,6,151.23798417144977,0
101,STOP_B,11,0,0,8,226.29648546209586,0
Red,STOP_D,19,0,1,4,334.51386279426845,1
Green,STOP_D,12,2,1,11,-199.35246789491282,0
Blue,STOP_C,6,0,0,14,304.17412152615776,1
Red,STOP_D,19,0,0,8,170.90341258010105,0
101,STOP_D,19,0,0,5,113.63771146272613,0
Blue,STOP_D,18,1,0,2,615.0936130806267,1
101,STOP_D,15,2,0,2,448.7601242329356,1
Red,STOP_D,14,1,1,2,176.0652664186148,0
Red,STOP_D,20,1,0,11,413.4391073436407,1
Blue,STOP_C,16,3,0,11,563.7887211787299,1
Blue,STOP_A,9,5,0,8,530.2174289111787,1
Green,STOP_B,18,2,0,15,557.7910885351755,1
Blue,STOP_C,11,2,1,3,73.12824081523436,0
Green,STOP_D,15,3,0,8,115.83562690260023,0
Green,STOP_D,10,0,1,12,859.7600439267812,1
Red,STOP_B,6,2,0,8,-520.7953358273677,0
Blue,STOP_A,10,1,0,17,-207.08723828274128,0
Red,STOP_B,8,3,0,8,175.92016804312777,0
Green,STOP_C,13,1,0,11,404.8914187088333,1
Blue,STOP_B,11,5,0,13,373.1971274822005,1
Blue,STOP_D,7,1,1,3,824.7475689204675,1
Green,STOP_B,18,3,0,4,521.3416951199706,1
Green,STOP_D,15,4,0,18,562.5799509042748,1
Green,STOP_A,17,4,1,5,701.5875557245124,1
Blue,STOP_B,18,3,1,11,690.4459612304674,1
Red,STOP_A,12,5,0,12,237.72317004273282,0
Blue,STOP_B,16,2,0,10,808.8825150319119,1
Red,STOP_B,16,4,0,14,59.46888437907549,0
Green,STOP_C,17,1,0,14,558.6292703128863,1
Red,STOP_B,9,0,0,14,457.313352350547,1
Red,STOP_A,8,2,0,8,677.9039835779224,1
Blue,STOP_C,13,2,0,7,68.8421209521541,0
Red,STOP_A,12,2,1,19,425.81886154870733,1
Red,STOP_D,13,4,0,5,-127.47731449183405,0
101,STOP_D,8,0,1,6,742.4563294800093,1
101,STOP_D,20,5,0,2,72.36644385655154,0
101,STOP_A,21,0,0,4,209.29680288285212,0
101,STOP_A,13,0,0,8,394.09233742976426,1
101,STOP_D,18,2,1,1,566.9980744847185,1
101,STOP_C,12,1,0,3,283.191461962149,0
101,STOP_B,10,5,1,18,284.42863018176456,0
Green,STOP_B,20,0,1,10,77.02532992448397,0
101,STOP_B,18,4,0,17,-285.07489658720357,0
Red,STOP_A,19,0,0,4,271.43002796158487,0
101,STOP_D,6,0,0,16,-297.8616112897944,0
101,STOP_C,15,2,1,3,247.6621329375538,0
Red,STOP_C,8,5,1,2,265.4743056381671,0
Green,STOP_B,19,4,1,19,134.58696445974212,0
101,STOP_C,15,4,0,10,297.0949866505556,0
Green,STOP_D,10,2,0,7,343.18941550993475,1
Red,STOP_C,9,0,0,9,405.29953473819046,1
Green,STOP_C,10,1,0,9,217.33268259579776,0
Blue,STOP_A,7,2,0,18,43.61113823812691,0
Blue,STOP_B,11,2,0,13,114.69570007999536,0
Green,STOP_B,19,1,0,6,391.2868576244097,1
Green,STOP_B,10,3,0,1,182.7453716913891,0
Red,STOP_D,16,3,0,14,233.048360998521,0
101,STOP_D,7,4,0,7,472.8059033640798,1
Blue,STOP_B,11,4,0,17,372.8933889338217,1
Green,STOP_C,6,2,0,19,248.89518155165226,0
Green,STOP_A,21,3,0,7,31.360533102978053,0
101,STOP_B,11,0,0,14,232.88284345762597,0
Blue,STOP_C,6,4,0,1,-183.736757575419,0
Green,STOP_B,9,1,1,2,310.6728559396101,1
101,STOP_B,21,3,0,4,519.6213691041081,1
Green,STOP_D,15,1,1,8,697.1611017763087,1
101,STOP_C,8,1,0,5,171.30927739377654,0
Blue,STOP_C,14,1,0,19,-530.5890588034961,0
Red,STOP_C,7,1,1,16,1102.847713636571,1
101,STOP_A,20,1,0,13,488.3631528990727,1
Red,STOP_D,9,2,1,19,729.7852578077129,1
101,STOP_B,9,2,1,10,237.32901003905104,0
Green,STOP_C,20,2,0,19,-342.39136650916095,0
Green,STOP_A,11,5,0,7,312.2343890931793,1
Green,STOP_A,12,0,0,9,152.51350988657032,0
Green,STOP_A,21,5,0,14,446.7042989032862,1
Blue,STOP_B,14,5,1,5,-451.17647655798623,0
101,STOP_A,13,1,0,13,135.29068591689153,0
Red,STOP_B,18,4,0,9,197.81557735470548,0
Blue,STOP_D,8,2,0,11,46.894197768618795,0
101,STOP_A,13,2,0,16,-214.05954248576467,0
Blue,STOP_A,6,2,0,10,-351.2835609331296,0
Green,STOP_A,21,3,0,5,477.9468747532372,1
101,STOP_C,21,4,1,12,439.0748833231743,1
Blue,STOP_A,20,0,1,14,83.73392831012453,0
Green,STOP_A,13,2,0,17,105.50865775142681,0
Red,STOP_A,14,1,0,15,385.7400387938228,1
101,STOP_A,20,5,1,7,-267.34148465964296,0
Green,STOP_C,11,1,1,2,446.65069577356553,1
Blue,STOP_B,7,1,0,15,216.05560051331508,0
101,STOP_C,14,2,0,11,-260.47648971184753,0
101,STOP_C,10,2,0,6,459.23343662320707,1
Blue,STOP_B,7,4,0,7,196.50228049957056,0
101,STOP_D,6,0,1,15,115.60075329201777,0
101,STOP_B,16,3,0,19,510.0256281737544,1
Red,STOP_B,14,0,0,6,280.0272746940261,0
101,STOP_A,19,5,1,6,-404.52838794316915,0
101,STOP_A,7,0,0,6,622.7323672313463,1
Red,STOP_D,15,4,0,3,9.299767404461349,0
Red,STOP_C,6,1,0,2,669.3343084915404,1
101,STOP_B,15,2,0,9,-90.51679445796498,0
Green,STOP_C,10,5,0,2,375.91993511154556,1
Green,STOP_B,21,4,0,3,-127.86584489293648,0
101,STOP_C,6,2,0,8,118.36579926516015,0
101,STOP_A,8,4,0,5,407.86669659410074,1
Red,STOP_A,15,4,0,2,-421.49784083109387,0
Blue,STOP_B,7,5,0,9,173.19815294939946,0
Red,STOP_B,10,4,0,16,-336.54326658753604,0
Red,STOP_A,15,4,0,19,563.774436003449,1
Blue,STOP_D,13,2,1,18,256.06035779901777,0
Green,STOP_D,21,5,1,14,106.74277156472095,0
101,STOP_C,15,2,1,19,201.57196560353782,0
101,STOP_C,21,1,0,10,139.55101064322386,0
Green,STOP_B,19,2,0,2,273.9169787020538,0
Red,STOP_C,17,4,0,4,386.26640411123196,1
Blue,STOP_B,10,2,0,2,-79.49963996691991,0
Red,STOP_D,15,1,0,17,566.1201843108482,1
101,STOP_B,21,4,0,4,-98.48707666606998,0
101,STOP_B,13,3,0,8,-131.37385321615906,0
Green,STOP_A,17,1,0,11,737.4403922141307,1
Green,STOP_C,9,1,0,13,149.46225256529124,0
Green,STOP_B,13,1,1,9,-145.57144865222114,0
101,STOP_B,21,0,0,11,156.8311914677035,0
101,STOP_A,12,3,0,11,461.90130904199407,1
Red,STOP_C,11,4,0,12,210.13199951886472,0
Blue,STOP_A,11,0,0,2,278.6975068386399,0
Green,STOP_A,14,2,1,2,2.7439263815912796,0
101,STOP_A,6,0,1,6,-14.366508829499736,0
Blue,STOP_D,16,4,0,8,316.7196987980311,1
Red,STOP_A,7,2,0,4,694.9126344417084,1
Blue,STOP_B,7,4,0,5,637.7484475428813,1
Blue,STOP_B,13,0,0,16,149.22996500643382,0
Red,STOP_A,6,5,1,4,-256.07012685107395,0
Green,STOP_D,10,4,1,13,-484.8814537014674,0
101,STOP_A,20,4,0,3,241.5537722732784,0
Blue,STOP_C,17,0,0,17,204.15030589330905,0
Red,STOP_B,11,3,0,13,147.1716839665697,0
101,STOP_D,8,1,0,11,274.4436540753567,0
Blue,STOP_B,16,4,0,19,371.0482071566762,1
Green,STOP_A,20,1,0,15,-42.91211780436686,0
101,STOP_D,13,3,1,6,-43.15064432615645,0
Blue,STOP_A,19,3,0,8,-2.5858503455478115,0
Red,STOP_C,10,5,1,11,338.52877530123953,1
Green,STOP_D,11,2,0,5,113.10160055065374,0
101,STOP_B,15,5,0,14,434.4900333934696,1
Red,STOP_C,17,0,0,9,455.16293919119875,1
101,STOP_B,11,5,1,10,-453.8080740868678,0
Red,STOP_D,8,5,0,2,378.8419896131584,1
Green,STOP_C,15,1,0,9,-88.96990075426726,0
Green,STOP_C,13,3,0,4,138.5834671071519,0
Red,STOP_D,18,0,0,7,453.8101559505368,1
Red,STOP_B,19,5,1,12,-198.26910191323242,0
Green,STOP_D,7,3,0,1,336.79542677371535,1
Blue,STOP_D,21,4,0,9,-102.50650597410109,0
Red,STOP_C,17,0,0,11,179.44178247720714,0
Red,STOP_D,9,0,1,16,503.12056564892134,1
Red,STOP_A,18,2,0,11,-490.9069360282975,0
Blue,STOP_B,10,3,1,7,469.6794550653657,1
101,STOP_C,9,5,0,13,333.8826811379713,1
101,STOP_A,19,5,1,2,270.92149181049734,0
Red,STOP_B,12,5,0,17,569.3170087056355,1
Blue,STOP_C,8,0,0,17,48.90042630016808,0
101,STOP_D,10,3,0,2,486.7242678722508,1
Blue,STOP_A,17,4,0,11,541.0185305781494,1
Blue,STOP_A,10,3,0,17,145.91189830633095,0
Blue,STOP_B,21,5,0,7,268.8547377439021,0
Red,STOP_A,18,0,0,3,407.15009897336734,1
Blue,STOP_D,14,4,1,15,-224.04947391010336,0
Green,STOP_C,16,3,0,15,298.9254536991216,0
Red,STOP_A,15,5,0,12,171.2468536206323,0
Red,STOP_A,16,1,1,10,237.851383255983,0
Green,STOP_A,8,3,0,5,548.7879560616067,1
101,STOP_D,17,4,0,10,500.1118403464153,1
Red,STOP_B,16,1,1,4,291.22883771869664,0
101,STOP_A,21,3,0,4,258.5516387003622,0
Blue,STOP_C,14,3,1,5,357.22063103695274,1
Green,STOP_A,12,1,0,7,249.56609271249596,0
Red,STOP_D,11,3,0,19,-152.04821506458478,0
Blue,STOP_A,6,0,1,16,-1.1975039987017055,0
Blue,STOP_B,12,0,0,8,-145.30729679842256,0
Green,STOP_D,21,5,0,11,334.875746718662,1
Red,STOP_B,21,5,0,9,243.24365495254978,0
Green,STOP_B,15,3,1,16,416.7944743961802,1
Red,STOP_C,9,2,1,16,-86.37295583217045,0
101,STOP_C,8,2,0,1,700.99012976517,1
Green,STOP_C,9,4,0,1,37.66956957482816,0
Blue,STOP_C,14,4,1,12,-18.311460743356633,0
Green,STOP_A,10,5,1,17,773.9284691729201,1
Green,STOP_A,12,1,0,11,-89.84300233605595,0
Blue,STOP_B,13,1,0,2,438.49238099788164,1
101,STOP_C,15,4,0,16,-37.10991571962717,0
Blue,STOP_C,20,3,0,6,352.4299433341021,1
Green,STOP_A,7,0,0,13,202.95818662325507,0
Red,STOP_B,18,3,1,4,42.96042880792584,0
101,STOP_A,9,2,1,12,700.7177172903453,1
Blue,STOP_C,13,4,1,2,451.52171294282,1
